episode_no,file,title,status,sentence_index,episode_tickers,sentence_tickers,actions,instruments,contract_counts,strikes_or_spreads,prices_and_returns,evidence
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,239,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,stock,,,,而如果你看過阿寶之前的美股期權入門影片，你就會知道美股期權對應了100股的股票。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,240,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,,stock,,,100倍,所以期權就像一個100倍的放大器，期權市場的總倉位變化很大程度決定了英偉達的正股股價變化。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,241,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,"call, put",,,,我們這裡可以看到，按照open interest從高到低排列，排名前九的只有一個put， 8個都是call。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,242,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,"call, put",,,,而按照strike排列，144往上call的數量全部遠大於put。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,244,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,,,,,阿寶在這裡教你期權裡有兩大原則，第一原則是做市商殺期權原則。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,245,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,buy,,,,,Open interest最高的幾個期權，說明買的人最多，往往最後傾向於歸零變成廢紙。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,246,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,"call, put",,"145 call, 146 call, 137 put, 155 call",,而這裡你看8萬張150的call，7萬張145 call和7萬張146 call，6萬張137 put，6萬張155 call。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,247,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,,,,收盤價142,在週五最終收盤價142的情況下，全部都會歸零，都是廢紙，這就是做市商殺期權原則。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,248,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,,,,,基本上持倉最大的期權都是韭菜。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,249,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,stock,,,股價最終會收到142,最後股價會變化到使得這些期權都歸零，這也是為什麼股價最終會收到142，使得排名前十的期權全部歸零。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,259,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,sell,,,,,那麼阿寶透過監測Citadel和高盛的倉位，發現他倆之前都是英偉達的最大莊家，最近卻在大量賣出英偉達。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,260,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,sell,stock,,,"賣出了79000, 成本108, 賣出了42000",Citadel賣出了79000股英偉達，持倉成本108，而高盛最大賣出的倉位，也是英偉達，近期賣出了42000股。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,265,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,buy,call,,146 call,"收盤前，阿寶也是買入了英偉達7, 價格3.6",那麼在6月20號週五收盤前，阿寶也是買入了英偉達7月11日 146 call，價格3.6，再次重新殺入市場，讓我們敬請期待。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,272,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,buy,call,,146 call,買入了英偉達7,認真收看上一期影片的粉絲朋友都知道，阿寶在上週五也就是一年四個神奇日子之一的四巫日，6月20號尾盤買入了英偉達7月11日 146 call。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,279,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,call,,146 call,40%,這張146 call漲幅40%，我們又贏了。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,281,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,close,call,,147到150,,在此之後，阿寶也是分析了英偉達這週期權的資料，發現在147到150區間存在大量的未平倉call。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,285,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,,stock,,,,我曾經在往期的影片中和大家提到過，英偉達的期權很大程度上決定了英偉達股票的價格。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,286,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,long,call,,147到155的,,在這週五，總共有40萬張看漲期權集中在147到155的價格。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,287,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,"buy, long","call, stock",,,,如果你是做市商，在面臨散戶和機構買入如此龐大數量的看漲期權，而股價又在不斷上行時，你會怎麼辦？
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,288,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,buy,stock,,,,沒錯，你會不得不買入大量的正股來對沖風險，從而推動股價上漲。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,289,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,buy,stock,,,,而隨著股價上漲，虛值期權變為實值，期權的Gamma陡然增大，做市商需要加速買入更多正股，來維持對沖，形成買入、漲價、更多買入的惡性迴圈。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,292,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,take_profit,call,,"146 call, call 3.6","成本，6.75, 止盈，賬戶從而來到了13000",而選擇在這裡獲利了結，7月11日 146 call 3.6的成本，6.75止盈，賬戶從而來到了13000。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,303,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,"buy, close","call, stock",,"5到7的, 155 call","股價有機率產生一口氣突破157, 買入了7",週五英偉達155高開，由於未平倉期權數量最多的是這周5到7的155 call，阿寶根據判斷股價有機率產生一口氣突破157，於是大膽買入了7月18日 155 call。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,305,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,take_profit,,,,"止盈，成本5.3, 止盈的時候6.7",而阿寶在這裡選擇了止盈，成本5.3，止盈的時候6.7。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,326,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,stock,,152至157.5,股價的隱含波動範圍在152,期權推算出股價的隱含波動範圍在152至157.5，而一旦突破了157.5，就會產生Gamma squeeze，從而繼續推動股價上漲。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,328,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,buy,call,,15 call,"買入了英偉達7, 成本6.2",所以阿寶在週一一早就買入了英偉達7月18日 15 call，成本6.2，這意味著7月18號時，我的盈虧平衡點為161.2。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,336,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,,,,,由於期權的槓桿屬性，看著賬戶的浮虧，覺得這次跌幅是瀑布，恐慌情緒蔓延。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,337,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,,,,,在這裡，阿寶還是要說一點，作為期權的持有者，那就應該要做好會有巨大浮動盈虧的心理準備。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,347,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,"call, stock",,,,其次，距離這張call到期日7月18日還有將近3周的時間，是什麼讓你覺得一隻股票今天跌了，那往後就會一直跌呢？
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,357,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,buy,stock,,,,而週三夜裡，黃毛的大爾美法案通過，週四阿寶的英偉達一柱擎天來到了159.5，並且觸發了 阿寶在上一期影片裡提到的Gamma squeeze，做市商大量買入了更多股票推高股價。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,358,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,"buy, sell, take_profit",,,,"止盈，我6.2, 買入6.85, 賣出，賺了0.65",而阿寶在這裡選擇了止盈，我6.2買入6.85賣出，賺了0.65的差價，賬戶也隨之來到了新高18000。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,360,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,take_profit,,,,,我週四選擇全部止盈有三個理由。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,361,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,take_profit,,,,,首先，Gamma squeeze來到了160並不會長久，很可能日內或者下週出現回撥，所以在160這麼一個高點止盈，我覺得很合適。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,363,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,close,,,,,所以我提前離場，避免了時間損耗。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,369,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,all_in,stock,,,"股價已經到了159%, 159%, 65%",如果大家還記得阿寶的宇宙裡抄底英偉達和三年之約的影片，兩個月前，阿寶在96的位置帶領全體群友梭哈抄底，如今股價已經到了159%，正股收益65%。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,376,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,cash,,,,,所以阿寶的原計劃為按兵不動，保持空倉。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,377,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,cash,,,,,對於很多很心急，一天不操作都渾身難受的朋友，阿寶在這裡送你們一句話，滿倉衝鋒的可以是勇士，但懂得空倉的才是將軍。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,383,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,buy,call,,160 call,"買入了英偉達7, 成本2.9",7月8號週二開盤後，阿寶買入了英偉達7月18日 160 call，成本2.9，盈虧平衡點在162.9。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,385,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,close,"call, stock",15000張,160 call,"股價會突破160, 股價持續攀升，突破了160",我分析了這週期權的資料，發現未平倉最高的期權就是7月11日 160 call，一共15000張，這意味著大概率股價會突破160，並且產生Gamma效應，使得股價持續攀升，突破了160就會一口氣衝到165。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,405,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,,,,,我分析了期權資料，發現排名前三的期權全部in the money。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,406,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,buy,stock,,,,我判斷這周做市商可能得買入無數正股來保證被行權時有足夠多的股票交割。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,407,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,call,,,,而165的call也帶來了潛在的Gamma squeeze的可能，形勢一片大好。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,417,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,,stock,,,股價收盤164,公司英偉達股價收盤164，阿寶根據英偉達期權持倉分佈，發現165 open interest最大有13萬張。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,418,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,,,,,根據期權吸引力法則判斷，哪裡open interest最大，哪裡就是磁鐵，價格就會靠近。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,420,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,,,,,但在週四判斷週五，我只能看見兩個結果，第一種接近165停在165附近，第二種超過165，透過期權擠壓效應來到167。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,424,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,"call, covered_call",,,,當時他在160開的120 covered call這樣的操作，與其說是穩健，不如說有點捧著金飯碗要飯的意思。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,429,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,close,,,,,因為165存在的大量未平倉期權，就像一塊磁鐵，牢牢的把價格吸引在了這裡。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,430,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,close,call,,,收盤價為164.92,最終的結果是收盤價為164.92，把165這個未平倉最大的call全部絞殺。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,431,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,,,,,這也印證了阿寶前期影片裡講過的做市商殺期權原則。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,432,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,take_profit,,,,止盈，賬戶最終來到了4,週五當天，我在167止盈，賬戶最終來到了4萬。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,455,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,,call,,170 call,,7月15號週二，阿寶分析了英偉達本週的期權資料，發現英偉達期權open interest最大的持倉是13萬張的7月18日 170 call。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,456,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,,stock,,,"股價會有很大機率突破170, 股價一旦超過170",由此判斷，英偉達這周股價會有很大機率突破170，而股價一旦超過170，這13萬張期權產生的Gamma會使得股價進一步上升。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,457,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,call,,170 call,2.5美元,而每張170 call市價大約在2.5美元。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,458,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,"buy, sell",,,,,由此我計算出這些期權買賣雙方散戶和做市商的盈虧平衡點都在172.5附近。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,460,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,,stock,一組,,,而基於我對於英偉達股價走勢的判斷，我構造了一組最適用於當下的高階期權策略。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,461,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,butterfly,,,,而這個期權策略由於長得像蝴蝶，卻摺疊了一邊的翅膀，故取名為破譯蝴蝶。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,462,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,"buy, sell",call,"一張, 一張, 兩張","167.5 call, 175 call, 172.5 call","買入一張7, 賣出兩張7, 成本為2.15, 215刀",這個策略總共包含了4個部分，買入一張7月18日 167.5 call，買入一張7月18日 175 call，賣出兩張7月18日 172.5 call，總成本為2.15，所以對應的一手是215刀。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,469,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",NVDA,long,"call, butterfly, stock",,,"股價會在169.65, 收盤股價接近172.5",明白這一點的朋友就會發現，我當時對英偉達的觀點是看漲，認為股價會在169.65之上，週五收盤股價接近172.5才使用了這個破譯蝴蝶策略。
3,-EerUGO-j0k_美股实盘4千__28万 总集篇.md,美股实盘4千__28万 总集篇,usable,475,"NVDA, META, BTC, TSLA, AVGO, AMD, ORCL",,,"butterfly, stock",,,股價停在172.5,而只要週五股價停在172.5附近，阿寶透過這個破譯蝴蝶的策略就可以獲取最大收益。
